ID,Experimental (Koc),BalabanJ,AMID,ATSC2s,nAromAtom,ATSC0pe,ETA_shape_x,fMF,FilterItLogS,ATS8se,ATSC0dv,nBondsD,NddsN,SMR,TIC1,NdO,nP,TpiPC10,SLogP,BCUTs-1h,ATSC1are,EState_VSA7,NdS,ATS5s,nG12FRing,piPC8,ZMIC1
291,0,2.9692,1.9012,-3.4809,6,8.7011,0.1296,0.3333,-4.1123,0,121.0864,2,0,39.3418,45.0845,2,0,6.8139,1.7856,8.0061,-0.0296,0,0,471.2593,0,4.343,51.9144
292,0,2.2934,1.9447,14.1134,6,4.1346,0,0.3333,-1.6968,13.4369,86.4444,1,0,39.6061,54.3038,1,0,6.0604,1.3163,8.0019,-0.7207,0,0,172.5,0,3.9919,26.1457
293,0,2.1713,1.9448,16.9468,6,4.1346,0,0.3333,-1.6968,20.736,86.4444,1,0,39.6061,54.3038,1,0,6.0326,1.3163,8.0019,-0.7207,0,0,105.7778,0,3.8408,26.1457
294,0,3.3549,1.8126,6.8426,0,2.1462,0,0,-1.0807,0,64.9524,1,0,33.602,40.1329,1,0,3.7842,0.8747,7.0083,0.1142,13.8475,0,102,0,0,18.9691
295,1,2.4873,1.9225,5.4674,6,1.7641,0,0.2727,-2.65,0,69.0909,0,0,42.3178,56.0684,0,0,5.8254,2.3175,6.0028,-0.1818,20.7712,0,100,0,0,26.3022
296,0,2.2875,1.9414,5.0784,6,2.8651,0,0.2727,-3.9749,96.0866,78.0898,1,0,55.3827,72.9881,1,0,6.3362,3.3419,7.0083,-0.1466,0,0,88.5761,0,4.3647,33.2352
297,1,1.9636,1.9882,-4.8173,6,5.0034,0.101,0.2903,-2.4296,351.8546,148.6165,3,0,77.703,103.5801,2,1,7.4138,2.4906,7.0094,-0.8503,0,1,153.9835,0,5.609,41.6439
298,1,2.3963,1.9365,45.5549,6,6.0267,0.1499,0.1277,-3.8098,815.725,166.6992,3,0,100.8155,148.7877,2,1,6.7021,3.7726,7.0142,-1.0431,27.6949,1,279.5578,0,4.152,47.8883
299,0,3.7213,1.8745,-1.6277,0,2.4749,0,0,-2.4636,307.1209,73.9355,1,0,55.683,64.1146,1,0,4.4998,2.9815,7.0083,0.1277,11.8236,0,157.6852,0,0,27.0882
300,1,1.7602,2.0894,-0.1545,14,0.8167,0,0.5185,-4.776,68.7813,76.6667,0,0,66.191,58.5684,0,0,9.1107,4.3014,2.2745,0.0356,0,0,130,1,7.4032,46.2493
301,1,2.2146,1.9531,0.9685,6,3.6924,0.0963,0.1765,-4.2853,339.0488,101.0182,1,0,87.304,107.9542,0,1,6.5744,5.4203,3.5124,-0.7763,38.1129,1,103.9463,0,4.3183,40.8154
303,1,2.7008,1.9165,29.5855,6,2.0774,0,0.4286,-4.7204,0,59.6649,1,1,53.1364,37.303,1,0,6.45,4.2084,8.0019,0.8477,0,0,70.7697,0,3.1689,57.298
304,1,2.5003,1.9418,18.0484,6,3.0321,0.0638,0.1714,-3.8905,442.4944,118.2222,0,0,69.1474,91.2831,0,0,6.6619,2.2357,3.0676,-0.0152,13.1795,0,160.537,0,4.8218,36.0343
305,0,1.6376,2.0254,12.7564,6,2.9001,0,0.4412,-3.1362,346.9579,100.4706,1,0,65.4694,98.0911,1,0,6.4929,3.1408,7.0083,-0.1142,30.3318,0,188.3333,0,4.5346,38.6953
306,1,2.4873,1.9225,0.7493,6,2.0614,0,0.4615,-3.3719,0,42.6268,0,0,43.1368,34.5959,0,0,5.8254,3.3524,6.0028,-0.3838,0,0,13.8479,0,0,43.771
307,1,1.8952,2.0446,0.2856,10,0.735,0,0.4167,-3.7906,82.2182,62,0,0,53.326,57.1265,0,0,7.7696,3.4022,2.271,0.0225,0,0,76.8333,0,6.1606,34.786
309,1,2.1512,1.9472,-4.0303,6,3.4041,0.1066,0.2143,-3.4924,234.1853,92.9929,1,0,78.07,90.6059,0,1,6.4968,4.6401,3.5155,-0.7894,24.2655,1,70.9278,0,4.235,39.801
310,0,2.0452,2.0064,-1.658,12,2.518,0,0.3714,-3.5153,393.3545,113.8857,1,0,73.421,89.4349,1,0,7.5763,2.9067,7.0083,0.1251,60.6637,0,255.3333,0,5.8873,49.0177
311,1,2.1089,2.0075,22.4809,0,4.6189,0.1413,0.48,-4.9563,0,104.2963,2,0,77.3634,80.5866,1,0,7.1861,3.6898,7.0067,-0.3835,0,0,122.915,1,5.2311,65.8704
312,0,2.1325,1.9574,7.5278,6,2.3708,0,0.2857,-2.0609,75.4998,77.2381,1,0,44.5204,62.2645,1,0,5.9612,1.4379,7.0083,-0.2486,30.3318,0,92.1667,0,4.0376,27.4689
313,0,2.3884,1.9616,12.1848,6,2.7743,0,0.2069,-3.4726,311.9346,103.6705,0,0,59.9354,78.0208,0,0,6.4277,1.4571,3.0676,-0.1103,20.1032,0,119.4074,0,4.235,32.382
314,1,1.9536,2.0181,-1.6254,0,3.5037,0.1452,0.4783,-5.4091,0,71.4482,1,0,75.619,70.8226,0,0,7.3982,4.4527,3.5097,-0.0601,0,0,68.9893,0,5.6021,72.1335
315,1,3.6323,1.8838,-1.0007,0,2.5678,0,0,-2.8719,392.5799,76.7843,1,0,60.3,69.2253,1,0,4.6444,3.3716,7.0083,0.1323,11.8236,0,161.6296,0,1.0986,29.4614
316,1,1.9867,2.0447,-0.2144,10,0.735,0,0.4167,-3.7906,20.1554,62,0,0,53.326,57.1265,0,0,7.7655,3.4022,2.2722,0.0225,0,0,94.1667,0,6.1239,34.786
318,1,1.4995,2.111,4.269,10,6.1855,0,0.5429,-3.9435,462.462,172.1714,3,0,79.0695,128.7309,2,0,9.6459,2.2765,7.0094,-0.2555,6.076,0,312.2222,1,7.8903,38.6822
320,1,2.4503,1.9397,-0.8737,6,1.3183,0,0.4615,-3.2563,0,40.6135,0,0,41.177,34.5959,0,0,6.1228,2.8651,6.0273,0,6.0692,0,29.1914,0,3.8408,34.7711
321,1,1.7839,2.0863,-6.9457,14,1.8708,0,0.5,-4.2222,82.2182,85.8571,0,0,67.3768,67.5473,0,0,9.1618,3.4853,6.0027,-0.1899,24.2655,0,192.8333,1,7.4572,46.9326
322,1,1.9635,2.0412,4.3942,6,1.6765,0,0.45,-2.1647,0,60.8,0,0,40.1318,57.419,0,0,6.3186,1.8809,6.0028,-0.19,12.1327,0,62.8333,0,4.4271,24.2586
323,0,2.0266,1.9663,15.6908,6,3.3556,0,0.2069,-2.986,239.7231,105.0345,1,0,56.3207,87.1328,1,0,6.201,3.0352,7.0083,-0.0286,30.3318,0,149.9167,0,4.2618,31.2523
324,1,3.1478,1.9335,176.224,6,11.6286,0.0506,0.1538,-4.6958,644.9731,253.6923,2,2,77.5478,127.3179,2,0,7.5541,4.1482,8.0086,1.7793,0,0,499.3333,0,5.7628,43.9097
326,1,2.4291,1.9532,17.7126,6,3.8622,0,0.1875,-3.1332,377.2145,129.875,0,0,59.3014,85.8869,0,0,6.5509,1.1323,3.5138,-0.1471,20.7712,0,153.5,0,4.5708,32.1722
327,0,2.3391,1.8065,-0.8333,0,1.3742,0,0,-1.4658,0,31.1111,0,0,27.3534,33.8394,0,0,3.091,0.1204,2.6094,0.2758,0,0,31,0,0,18.7996
328,0,3.6328,1.8522,22.7344,0,4.5173,0.0815,0,-1.3361,236.1292,127.0206,3,0,52.1781,83.3624,2,0,5.1533,0.4853,7.0088,0.3505,0,0,126.2618,0,1.9459,24.7225
329,0,3.8888,1.8463,47.7824,0,5.3606,0.2062,0,-1.2449,255.6343,145.8571,4,0,52.9555,87.5864,3,0,5.3845,0.1514,7.0146,0.1985,0,0,150.5818,0,2.3979,27.2932
331,0,2.4705,1.9303,16.1366,6,2.5107,0,0.4286,-2.3309,0,57.4497,1,0,41.2163,47.303,1,0,6.1124,2.0866,7.0083,-0.5613,0,0,64.9837,0,3.1689,32.3042
333,0,6.819,1.8324,-122.5575,0,13.5711,0.4521,0,-4.1887,392.3472,110.163,2,0,52.2326,60.2101,2,0,6.2005,4.8411,8.0206,-2.285,0,0,1950.5278,0,3.5264,97.9815
334,1,1.742,2.0008,29.0096,12,4.0691,0,0.52,-4.8303,177.039,109.3086,1,1,69.6324,70.7934,1,0,7.8656,4.6939,8.0019,0.9649,0,0,129.4938,0,5.9486,48.9772
335,1,2.9493,1.922,10.686,6,4.758,0,0.25,-4.9868,82.8413,120.8128,2,0,69.161,68.5293,2,0,7.1442,3.8734,7.0094,-0.2933,0,0,142.0168,0,5.2109,62.9509
336,1,3.1031,1.9331,176.474,6,11.6286,0.0506,0.1538,-4.6958,565.0835,253.6923,2,2,77.5478,127.3179,2,0,7.5461,4.1482,8.0086,1.7793,6.9237,0,500.1667,0,5.7593,43.9097
337,1,2.824,1.9234,2.2595,6,1.1331,0,0.4286,-5.0357,0,35.0617,0,0,55.912,31.303,0,0,6.9549,4.0436,6.0285,0,0,0,74.6874,0,4.925,62.7475
338,1,2.524,1.9446,13.7851,6,3.4688,0,0.1765,-3.6978,296.6404,118.4662,0,0,67.1567,86.732,0,0,6.6456,2.1915,3.0675,0.0895,18.7474,0,174.677,0,4.7989,36.0618
339,1,2.4956,1.9519,11.335,6,3.3245,0,0.1935,-3.668,251.4922,112.0048,0,0,62.5617,78.7121,0,0,6.5235,1.803,3.0675,0.0375,25.6711,0,154.4012,0,4.517,35.3207
340,0,2.709,1.9305,16.4431,6,3.6869,0,0.3158,-2.8357,0,87.9831,1,0,49.9733,67.9557,1,0,6.4632,2.7002,7.0083,-0.4958,0,0,126.7121,0,4.1231,32.7298
341,0,2.5512,1.9303,-1.317,6,1.5977,0,0.375,-2.9744,0,44.5679,1,0,52.3494,48.4902,0,0,6.1293,2.6276,4.0052,-0.3185,0,1,38.9259,0,3.8408,36.2592
342,0,2.5551,1.9436,4.0097,6,2.8169,0,0.2143,-2.776,62.7549,91.2698,1,0,59.784,80.8573,1,0,6.2799,2.6668,7.0083,0.0936,44.1793,0,202.1111,0,4.4666,33.1489
346,0,2.1713,1.9448,17.0877,6,2.2963,0,0.3333,-2.2925,16.6873,67.9421,1,0,47.3481,54.3038,1,0,6.0326,1.9397,7.0083,-0.5485,12.1327,0,88.4398,0,3.8408,32.1689
347,1,1.6393,2.0003,9.0462,12,4.173,0,0.3714,-4.1645,325.5992,136.3527,1,0,80.6737,112.0151,1,0,7.8487,4.2258,7.0083,-0.0736,0,0,173.4599,0,6.0146,45.2072
348,0,1.6953,2.0154,13.2941,6,3.011,0,0.4054,-3.293,391.3078,106.9189,1,0,70.0164,111.4248,1,0,6.5636,3.3868,7.0083,-0.0933,30.3318,0,223.8889,0,4.592,36.6534
353,1,2.9478,1.9306,154.3444,6,10.1193,0.0596,0.2,-4.2364,292.2535,202,2,2,63.5335,108.0455,2,0,7.3233,3.3437,8.0086,1.2529,0,0,405.125,0,5.5245,40.2209
354,1,1.8992,1.9952,31.0211,12,5.2142,0.0946,0.4,-4.0305,506.3695,158.7231,2,1,85.7114,110.8566,1,1,7.7311,3.6451,8.0019,0.2932,37.2556,1,221.3066,0,5.854,48.4019
356,0,2.2198,1.949,11.3358,6,3.1761,0,0.3,-2.5368,75.6475,86.3358,1,0,47.4797,65.6837,1,0,6.1602,2.5183,7.0083,-0.2245,0,0,91.9342,0,4.2749,28.2807
357,0,2.3011,1.9368,7.5429,6,2.6327,0,0.3158,-3.5685,27.0216,70.9773,1,0,50.7657,62.446,1,0,6.2226,2.9518,7.0083,-0.1788,0,0,79.4095,0,4.1231,33.4196
358,0,1.73,2.0601,14.6087,6,3.9114,0,0.4286,-2.9152,346.349,128.4,2,0,65.4697,90.5283,2,0,7.6513,1.5305,7.0094,-0.0154,0,0,271.5,0,5.8972,37.5062
360,1,2.5322,1.9396,-0.3331,0,1.8605,0.0824,0.5,-8.5241,0,51.9136,4,0,92.096,42.4386,0,0,7.4748,7.7256,1.9654,0.0272,0,0,61.4827,0,5.6664,109.4843
362,1,4.1611,1.8632,2.0922,0,3.9354,0,0,-3.2519,305.8656,92.1343,2,0,74.55,81.2451,1,0,5.2679,4.8439,7.0083,0.0725,27.6949,0,208.1523,0,2.8332,44.9219
363,1,2.3108,1.9412,7.4394,6,3.0629,0,0.1765,-4.5861,337.7485,101.9695,1,0,68.8907,106.161,1,0,6.5962,4.0231,7.0083,-0.0536,25.9802,0,175.6008,0,4.6913,29.9645
365,1,2.3011,1.9368,17.6408,6,2.697,0,0.3333,-2.8227,18.0144,66.2853,1,0,49.6681,56.794,1,0,6.2226,2.484,7.0083,-0.6397,0,0,86.7428,0,4.1231,34.4182
366,1,2.0778,2.0113,-0.0089,0,2.0296,0.3684,0.4545,-9.6814,0,56.633,0,0,97.546,29.0879,0,0,8.2335,6.223,1.6057,0.1296,0,0,28.4586,0,6.5971,126.5522
367,1,2.0889,1.9781,3.8573,0,4.3225,0.0512,0.3333,-2.9162,201.6002,101.5702,3,0,74.729,88.7305,2,0,6.5639,3.5209,7.0094,-0.0776,12.152,0,174.1512,0,4.6444,55.8083
368,1,1.6879,2.0757,-10.7526,13,2.0077,0,0.619,-3.8072,63.8516,85.4074,1,0,63.805,69.974,1,0,9.2328,2.5746,7.0083,-0.0105,25.1228,0,77.7099,1,7.6165,37.6788
369,1,4.0214,1.8756,31.7723,0,5.3056,0.2075,0,-2.7901,469.9036,123.9379,3,0,74.3228,86.0594,2,1,5.2204,2.4518,7.0142,-0.9224,13.8475,1,112.3723,0,2.5649,37.8847
371,1,2.7234,1.9463,0.1037,6,5.1813,0.1,0.1667,-2.7364,555.2887,148.299,2,0,81.71,115.8785,1,1,6.7454,3.5413,7.0083,-0.7525,30.3318,1,283.8194,0,4.9025,40.0265
372,0,2.1325,1.9574,10.6456,6,2.8881,0,0.3,-1.7505,68.7813,86,1,0,42.4697,58.4644,1,0,5.9612,1.8649,7.0083,-0.1571,18.1991,0,94.1667,0,4.0376,27.8077
373,1,2.4412,1.9397,21.658,6,3.4836,0,0.1875,-3.2878,269.0556,120,1,0,60.3517,98.3845,1,0,6.6264,2.8366,7.0083,-0.0018,19.0565,0,173.3889,0,4.6219,28.0242
375,1,2.6344,1.9232,-2.679,6,3.1095,0,0.3529,-3.6544,0,70.8279,0,0,49.6888,53.2222,0,0,6.1855,3.361,6.0028,-0.4753,0,0,59.858,0,2.151,43.3684
376,1,2.4907,1.9382,-3.3036,6,3.3064,0,0.3,-3.5882,42.7058,86.6889,0,0,49.566,56.9288,0,0,6.1663,3.0106,3.5148,-0.026,0,0,67.1843,0,2.7842,36.3458
378,0,2.2256,1.9448,17.1988,6,2.2963,0,0.3333,-2.2925,13.4369,67.9421,1,0,47.3481,54.3038,1,0,6.0394,1.9397,7.0083,-0.5485,12.1327,0,85.7377,0,4.1231,32.1689
379,0,2.2325,1.9438,4.2957,6,3.5615,0,0.24,-2.4994,187.0576,109.7297,1,0,57.9327,84.5866,1,0,6.3626,2.4742,7.0083,0.3885,12.1327,0,141.2731,0,4.4666,32.6417
380,0,1.3978,2.0417,24.8814,0,10.897,0.0625,0.4328,-2.3533,1823.0735,301.0448,6,0,120.7408,235.5874,3,0,7.9494,1.7805,7.0105,-0.2459,0,0,721.8056,1,6.0913,52.6955
381,0,2.4569,1.9312,39.0806,6,4.8287,0.1196,0.24,-1.494,155.8063,126,3,0,53.5809,88.5866,3,0,6.617,0.3135,7.0146,-0.9251,0,0,164.4352,0,4.2981,31.7138
384,1,1.5941,1.9985,11.6881,6,4.7862,0,0.4048,-4.933,422.7192,136.9935,1,0,86.2475,127.9089,1,0,6.7606,4.4147,7.0083,0.1618,0,0,209.0514,0,4.299,41.8305
