ID,Experimental (Koc),BalabanJ,AMID,ATSC2s,nAromAtom,ATSC0pe,ETA_shape_x,fMF,FilterItLogS,ATS8se,ATSC0dv,nBondsD,NddsN,SMR,TIC1,NdO,nP,TpiPC10,SLogP,BCUTs-1h,ATSC1are,EState_VSA7,NdS,ATS5s,nG12FRing,piPC8,ZMIC1
82,0,1.7691,1.9919,2.0347,12,3.0644,0,0.325,-3.8749,390.4729,139.6,1,0,84.9705,107.8576,1,0,7.9308,3.0496,7.0083,0.2293,86.5214,0,223.5556,0,5.915,50.3056
85,1,1.9254,2.0658,-1.3416,10,0.5444,0,0.5556,-2.8219,0,47.1111,0,0,43.948,25.0587,0,0,7.4542,2.8398,2.2828,0.0178,0,0,40,0,5.8856,33.3447
86,1,1.9254,2.0658,-1.3868,10,0.8716,0,0.5882,-2.6021,0,52,0,0,41.743,34.3256,0,0,7.4542,2.2348,3.0392,0.0594,30.4623,0,36,0,5.8856,28.7913
87,1,1.9323,2.0463,0.6236,10,0.6417,0,0.4762,-3.3747,20.1554,56.9524,0,0,48.685,46.1808,0,0,7.6427,3.1482,2.2714,0.0204,0,0,57.6667,0,6.0595,33.4777
88,1,1.8304,2.0098,-0.1713,11,2.3319,0,0.3514,-3.4161,488.3074,109.4775,0,0,78.16,114.4691,0,0,7.2091,2.7113,3.0391,0.3174,18.3296,0,168.5093,0,5.3101,36.1039
89,1,1.8844,2.0007,1.6565,12,2.3844,0,0.4615,-4.5251,166.9862,74.7578,0,0,70.7228,73.1919,0,0,8.0092,3.8248,4.0064,-0.5766,12.1327,0,96.9012,0,6.1883,46.0762
92,1,1.7803,2.0222,2.7968,12,1.5514,0,0.4615,-2.9857,161.3456,72.6154,0,0,60.7028,60.2114,0,0,7.7585,2.518,4.0064,-0.4593,48.5309,0,97.3333,0,5.9013,41.7784
93,1,1.767,2.0208,1.0069,12,1.8563,0,0.4444,-3.8916,153.3625,89.4074,1,0,61.8825,61.8135,1,0,7.872,3.5562,7.0083,0.0093,42.4646,0,126.1111,0,6.0187,44.2028
94,0,2.2395,1.9527,4.364,6,2.5064,0,0.3333,-1.6855,20.1554,78,1,0,37.7815,47.0845,1,0,5.8333,1.4732,7.0083,0.0222,6.0664,0,69.6667,0,2.7842,27.1356
95,0,2.3713,1.9335,21.6596,6,4.0829,0,0.24,-2.5035,93.1269,108.2963,1,0,53.9148,86.9351,1,0,6.4567,2.5003,7.0083,-0.3024,6.9237,0,125.6358,0,4.4953,26.9113
96,0,3.6616,1.8633,-0.926,0,2.6619,0,0,-1.8838,26.8739,71.6994,3,0,47.694,67.0224,1,0,4.6052,1.4258,7.0083,0.0788,0,0,139.4321,0,0,25.7527
97,0,2.3685,1.9347,15.8778,6,3.7071,0,0.3158,-3.4661,48.2386,82.8967,1,0,54.6028,65.2008,1,0,6.5145,3.1102,7.0083,-0.5621,0,0,84.9178,0,4.3754,44.0962
98,0,2.205,1.957,7.5679,6,2.6683,0,0.2857,-2.1026,82.2182,85.2381,1,0,42.3985,57.4097,1,0,5.9612,1.8633,7.0083,0.0476,18.1991,0,96.6667,0,3.27,28.0843
101,0,2.2539,1.9418,18.9134,6,3.8501,0,0.2727,-2.4705,66.1053,98.3502,1,0,49.3198,76.9881,1,0,6.3519,2.1118,7.0083,-0.3573,6.9237,0,105.7469,0,4.3095,26.4711
102,0,2.2539,1.9418,15.2832,6,3.6869,0,0.3158,-2.7018,45.9499,83.9831,1,0,49.5928,65.2008,1,0,6.3519,2.4568,7.0083,-0.4958,0,0,85.1564,0,4.3095,34.8541
103,1,2.1011,1.9498,22.3001,6,4.2833,0,0.2143,-3.2825,245.4862,113.1111,1,0,58.5538,96.5668,1,0,6.4385,2.892,7.0083,-0.2593,12.9901,0,149.1914,0,4.1806,27.4394
104,0,1.9698,2.0621,-1.1368,9,1.3272,0,0.6429,-1.8823,0,51.4286,0,0,33.8887,33.303,0,0,6.9515,0.9579,3.095,0.4448,24.2655,0,18,0,5.6452,27.0618
105,1,1.9698,2.0621,-1.319,9,0.4502,0,0.6,-2.4005,0,39.037,0,0,41.825,31.4839,0,0,6.9515,2.9013,2.2661,0.0079,0,0,17.6481,0,5.6452,27.8779
108,1,2.2794,1.9417,-0.4574,6,1.7719,0,0.4615,-1.7935,0,42.49,0,0,33.1168,32.1057,0,0,5.3841,2.0456,6.0028,-0.2869,0,0,12.3457,0,0,25.4666
114,0,2.4607,1.9233,90.1729,6,6.6873,0.1051,0.3529,-2.308,0,104.4706,0,0,35.8564,46.732,0,0,5.9101,2.2876,8.0074,-0.5814,0,0,182.75,0,0,32.4138
117,0,2.3198,1.9386,29.3194,6,2.7722,0,0.375,-1.4108,0,78,1,1,37.5088,44,1,0,5.9047,1.177,8.0019,0.607,0,0,121,0,0,26.75
118,0,2.6408,1.9301,59.4063,6,4.4488,0,0.3158,-1.3385,0,96.1053,3,2,46.7101,63.2008,3,0,6.8951,1.2012,8.003,0.9546,0,0,239.6667,0,4.925,35.143
119,1,2.3956,1.9305,28.2093,6,2.5107,0,0.4286,-3.1852,0,65.4497,1,1,43.1164,39.7932,1,0,6.0967,2.9016,8.0019,0.9503,0,0,64.7737,0,0,36.3358
121,0,2.2599,1.9386,17.9844,6,3.091,0,0.375,-0.5614,6.7185,70,1,0,35.0661,44,1,0,5.8985,1.0904,7.0083,-0.75,0,0,69.3333,0,0,27.25
122,0,2.2599,1.9386,29.2083,6,2.7722,0,0.375,-1.4108,0,78,1,1,37.5088,44,1,0,5.8985,1.177,8.0019,0.607,0,0,71,0,0,26.75
124,1,2.125,1.9616,-1.625,6,0.49,0,0.375,-2.0138,0,38,1,0,36.533,24.4902,0,0,5.5269,2.3296,3.0427,0,36.4079,0,32,0,0,26.103
125,0,2.125,1.9616,-6.887,6,1.5441,0,0.375,-1.4039,0,47.75,0,0,32.3648,38.7807,0,0,5.3462,1.1789,6.0027,-0.2125,30.3318,0,41.5,0,0,24.3539
126,0,2.125,1.9616,-2.7745,6,0.9555,0,0.5,-1.4329,0,43,0,0,28.952,33.0196,0,0,5.68,0.9533,6.0273,0.0029,6.0692,0,21.5,0,0,18.6356
127,0,2.125,1.9616,-1.8966,6,1.5441,0,0.375,-1.7017,0,55.75,0,0,32.994,36.0258,0,0,5.3462,1.6952,3.5135,0.0875,30.3318,0,31.5,0,0,24.7124
128,1,1.8295,2.0096,3.7334,12,2.491,0,0.619,-5.0904,94.6772,73.3651,0,0,64.5817,64.7289,0,0,7.6399,3.5754,3.0675,-0.4041,12.1327,0,80.9856,0,5.7441,50.9497
129,1,2.2135,1.9442,18.9629,6,3.5994,0,0.2308,-2.9787,244.3951,103.0047,1,0,56.6917,84.5599,1,0,6.3703,3.2969,7.0083,-0.1134,0,0,151.6008,0,4.4984,30.3673
131,1,1.6848,2.0321,0.7333,12,1.9139,0,0.5652,-4.1498,124.9231,76.0063,0,0,60.658,44.9833,0,0,7.4141,4.2414,3.5111,0.0675,54.5973,0,72.0046,0,5.5576,46.684
132,1,1.667,2.0014,1.5247,12,2.0738,0,0.3171,-4.3343,438.062,117.5122,0,0,84.344,104.3567,0,0,7.8381,3.4094,2.2493,0.3214,0,0,186.2222,0,5.915,49.8943
135,0,2.1067,1.9608,13.9202,6,3.0633,0,0.2609,-2.1646,153.0191,93.3043,1,0,47.0867,69.213,1,0,6.0768,2.255,7.0083,-0.1031,18.1991,0,123.3333,0,4.1501,28.5851
136,1,1.5987,2.0421,-0.6373,12,1.4406,0,0.5833,-3.4964,197.7919,76,1,0,57.06,39.6005,0,0,7.6482,4.102,3.2069,0.4193,60.6637,0,70,0,5.7195,44.6059
138,1,2.0779,1.9667,-0.1436,6,0.63,0,0.2857,-2.7876,20.1554,42.5714,0,0,40.437,49.3679,0,0,5.5349,2.6391,2.2785,0,0,0,53.5,0,2.7842,25.9713
140,0,2.1313,1.9535,6.6094,6,1.9698,0,0.3158,-1.9957,20.1554,69.1579,1,0,40.7457,52.7365,1,0,5.8333,1.645,7.0083,-0.1032,30.3318,0,81.1667,0,3.8408,26.6024
142,0,2.2243,1.9423,35.8301,6,3.8021,0,0.2857,-2.1855,71.6077,109.2381,2,1,47.4001,69.4838,2,0,6.472,1.5532,8.0019,0.7801,0,0,136.9444,0,4.6757,28.5062
145,1,2.9726,1.8775,11.8134,0,3.0847,0,0,-2.7594,203.1514,82.9655,1,0,45.392,55.8228,1,0,4.3438,2.5199,7.0083,0.1035,6.9237,0,118.8333,0,1.0986,26.0365
146,1,2.9741,1.8877,11.9618,0,3.1827,0,0,-3.1723,265.9405,86,1,0,50.009,59.9518,1,0,4.4998,2.91,7.0083,0.1094,6.9237,0,131.0833,0,1.7918,29.3419
148,0,2.1924,1.9416,1.6955,6,0.5444,0,0.3333,-2.4967,0,43.1111,0,0,35.916,39.5489,0,0,5.3733,2.3034,2.2406,0,0,0,28,0,0,25.1248
149,1,2.1924,1.9416,3.7101,6,1.5441,0,0.375,-1.5377,0,51.75,0,0,32.8438,43.2451,0,0,5.3733,1.7006,6.0028,-0.2125,19.0565,0,28.6667,0,0,22.1085
151,0,2.1924,1.9416,2.8704,6,0.9264,0,0.3529,-1.7522,0,44.1176,0,0,35.5914,46.732,0,0,5.3733,1.5772,4.0052,-0.1992,31.1892,0,28.3333,0,0,21.815
152,0,1.9989,1.8298,-1.9442,0,1.7705,0,0.3,-0.8686,0,34.6222,0,0,20.46,21.6096,0,0,3.1355,0.624,3.5101,0.017,0,0,0,0,0,16.7843
153,0,1.9747,1.7178,-0.1744,0,0.7842,0,0,-2.3953,0,5.5823,0,0,27.588,12,0,0,2.3979,1.7762,1.6221,-0.0081,0,0,0,0,0,43
154,0,2.2306,1.9416,1.8066,6,0.5444,0,0.3333,-2.4967,0,43.1111,0,0,35.916,39.5489,0,0,5.3759,2.3034,2.2499,0,0,0,35,0,0,25.1248
159,0,3.1513,1.8323,9.623,0,3.7348,0,0,-0.8896,60.4662,97.1429,1,0,33.104,49.2191,1,0,3.989,0.5844,7.0083,0.0563,0,0,118.8333,0,0,18.0856
160,1,2.3409,1.9313,6.2779,6,1.6586,0,0.3158,-2.0958,0,60.7368,0,0,37.5808,51.6911,0,0,5.607,2.009,6.0028,-0.1947,19.9138,0,76,0,0,23.5396
161,1,2.3409,1.9313,-0.142,6,1.4331,0,0.5,-3.7903,0,31.4444,0,0,41.472,24,0,0,5.607,3.6468,2.1837,0,0,0,4.037,0,0,45
162,1,2.1229,1.9538,-1.3188,6,0.631,0,0.5,-2.4783,0,30.1573,0,0,34.142,19.8003,0,0,5.1195,2.4491,2.2783,0,30.3318,0,3.0648,0,0,30.6679
163,0,2.1229,1.9538,-1.1598,6,0.8763,0,0.5,-2.1965,0,29.0082,0,0,31.452,19.8003,0,0,5.1195,2.34,2.2784,0,30.3318,0,3.3457,0,0,25.2904
164,0,2.1229,1.9538,0.7745,6,1.4145,0,0.4615,-0.9752,0,41.6923,0,0,28.1068,24.8864,0,0,5.1195,1.3922,6.0028,-0.2385,6.0664,0,12,0,0,22.8266
165,0,2.1906,1.77,-0.4306,0,1.0138,0,0,-2.0045,0,9.284,0,0,25.628,22.7736,0,0,2.7726,2.0253,2.0241,-0.0287,0,0,10.037,0,0,16.3873
166,0,2,1.9688,-2.0661,6,0.7083,0,0.5455,-1.1457,0,33.6364,0,0,24.237,21.6892,0,0,4.8338,1.0816,3.0442,0.0482,18.1991,0,2,0,0,17.7626
167,0,2.4475,1.8334,-3.1406,0,1.7414,0,0,-1.6405,20.1554,33.8095,0,0,31.2278,36.1329,0,0,3.3673,1.559,6.0027,-0.1708,0,0,56,0,0,20.8966
170,0,2.5301,1.8539,-3.0781,0,1.8278,0,0,-2.0665,89.2788,36.5,0,0,35.8448,39.8261,0,0,3.6109,1.9491,6.0027,-0.1667,0,0,68.25,0,0,24.5127
171,0,2.5301,1.8539,-7,0,2.8567,0,0,-1.4049,89.2788,60,0,0,32.8128,43.2469,0,0,3.6109,0.7954,6.0027,-0.11,0,0,64.25,0,0,21.322
177,1,2.1089,2.0075,22.4809,0,4.6189,0.1413,0.48,-4.9563,0,104.2963,2,0,77.3634,80.5866,1,0,7.1861,3.6898,7.0067,-0.3835,0,0,122.915,1,5.2311,65.8704
178,1,2.4178,1.9452,13.8244,6,5.1756,0.1053,0.1714,-3.2089,453.7616,144.2765,2,0,76.9394,109.4192,1,1,6.932,3.1003,7.0067,-1.2796,13.8475,1,192.5442,0,5.247,38.222
180,1,2.7557,1.9164,29.4785,6,2.0774,0,0.4286,-4.7204,0,59.6649,1,1,53.1364,37.303,1,0,6.4611,4.2084,8.0019,0.8477,0,0,75.6587,0,3.8408,57.298
181,1,2.2102,1.9731,23.8971,6,6.386,0,0.0909,-7.5413,993.7559,200.1212,2,0,113.759,154.9367,2,0,7.1335,6.7212,7.0094,0.2242,0,0,453.0833,0,5.0152,68.049
182,1,2.7603,1.9081,-0.1545,6,1.1163,0,0.5,-6.0891,0,31.1481,0,0,56.502,12,0,0,6.202,5.607,1.9903,0,0,0,5.4326,0,0,69
184,1,1.3577,2.1154,-0.5694,20,1.6262,0,0.625,-5.7082,289.7073,100.875,0,0,82.48,65.9609,0,0,9.4739,4.45,3.0368,0.1054,48.5309,0,144.4444,0,7.6262,57.0737
185,1,1.6825,2.1079,-0.9676,14,0.7146,0,0.5833,-4.2324,68.7813,65.8333,0,0,61.454,35.6005,0,0,9.0206,3.993,2.2783,0.0312,0,0,85.6667,1,7.3387,47.1784
186,0,2.3713,1.9335,18.8861,6,4.0465,0,0.2727,-2.7325,72.9715,96.413,1,0,54.1878,76.5977,1,0,6.4567,2.8453,7.0083,-0.4145,0,0,104.8909,0,4.4953,34.4192
188,1,2.3462,1.9313,-0.5947,6,1.4331,0,0.5,-3.7903,0,31.4444,0,0,41.472,24,0,0,5.6114,3.6468,2.2102,0,0,0,4.1565,0,0,45
190,0,4.6541,1.8903,10.5602,0,7.1433,0.1034,0,-1.8567,552.9767,182.937,3,0,77.565,104.7106,2,1,5.5134,2.1218,7.0094,-0.8093,0,1,355.0864,0,2.3979,39.1113
193,0,2.3297,1.9568,11.2988,6,2.9906,0,0.24,-3.589,145.9015,95.7896,0,0,53.1644,68.1222,0,0,6.2772,1.3886,3.0677,-0.275,13.8475,0,96.8951,0,4.0765,32.4269
194,1,1.6872,2.0455,-0.6127,12,1.1172,0,0.5417,-3.4455,118.2293,64.5,0,0,56.1667,41.6005,0,0,7.2721,3.4302,2.5268,-0.0284,60.6637,0,78.3333,0,5.4329,41.9518
197,0,2.968,1.8653,11.5965,0,2.983,0,0,-2.3439,145.9015,79.8462,1,0,40.775,51.4565,1,0,4.1744,2.1298,7.0083,0.0961,6.9237,0,106.6667,0,0.6931,22.9298
200,0,2.9935,1.7539,-0.0687,0,0.4961,0,0,-2.4259,0,13.8436,1,0,30.438,5.5098,0,0,3.434,3.0682,1.9105,-0.0484,0,0,0,0,0,32.8582
201,0,3.6233,1.7844,9.1448,0,5.3104,0.0582,0,-1.3043,0,59.5152,1,0,31.957,31.2989,1,0,3.7842,0.8069,7.0083,-1.5151,0,0,3.1481,0,0,30.8896
203,0,2.5812,1.9461,8.5305,6,4.3933,0,0.25,-1.9482,83.0166,124.5,2,0,49.121,68.5293,2,0,6.6555,1.2598,7.0094,-0.0833,0,0,247.25,0,4.343,35.3779
205,1,1.6043,2.0446,20.8027,16,4.1537,0,0.5143,-4.2921,413.234,131.8857,2,0,85.3025,93.4174,2,0,8.5839,3.7903,7.0094,-0.4506,36.3982,0,382,0,6.7792,57.8982
206,0,2.0872,1.9865,3.1843,0,3.8478,0.0585,0.375,-2.2794,54.0432,95.2593,3,0,65.088,77.7744,2,0,6.4329,2.9135,7.0094,-0.0816,12.152,0,162.0525,0,4.5218,47.3825
207,1,2.0872,1.9865,2.7794,6,3.0589,0.0585,0.45,-3.455,54.0432,80.0593,2,0,64.823,59.6837,2,0,7.2895,3.2585,7.0094,-0.1452,0,0,143.1975,0,5.5289,53.4951
211,0,2.405,1.9405,16.6694,6,3.3245,0,0.1935,-3.6532,231.3842,110.0048,0,0,62.3544,79.5222,0,0,6.5327,2.1656,3.0677,-0.1335,27.6949,0,137.2798,0,4.7563,37.1267
213,0,4.0678,1.8599,37.7701,0,6.2566,0.1415,0,-0.4381,307.1432,165.5675,3,0,55.1605,88.9767,2,1,5.3936,1.3959,7.0088,-1.7901,0,0,185.1389,0,2.1972,29.1525
214,0,2.6476,1.8829,-3.0556,0,1.9977,0,0,-2.9068,215.1885,41.8667,0,0,45.0788,46.8446,0,0,4.0254,2.7293,6.0027,-0.1611,0,0,92.75,0,1.0986,31.9398
216,0,2.1494,1.991,42.4978,0,5.1463,0,0.3043,0.8927,0,116.4348,2,0,40.1466,66.0419,2,0,5.7652,-0.0508,7.0094,-0.8533,0,0,316.6667,0,3.3322,30.9374
218,0,1.9746,2.0434,-2.0584,9,0.7584,0,0.6,-2.4673,0,48.8609,0,0,46.872,42.6034,0,0,7.1652,2.585,3.0338,0.0544,24.2655,0,19.463,0,5.8615,29.3448
220,0,2.2197,1.9401,7.5259,6,2.9137,0,0.25,-2.5238,142.4121,90.8807,1,0,54.1577,76.5293,1,0,6.2623,2.4335,7.0083,-0.0921,0,0,101.142,0,4.3859,29.7284
221,0,2.25,1.75,-1.6406,0,0.6542,0,0.375,-0.2434,0,16,0,0,12.8697,14,0,0,2.3026,-0.4104,2.5217,-0.0385,0,0,0,0,0,11
223,1,1.4749,2.1922,-1.5309,22,0.9512,0,0.6471,-7.2747,221.3775,98.1176,0,0,96.344,53.7154,0,0,11.1247,6.3282,2.2664,0.0561,0,0,225.1111,1,9.1573,75.7012
224,1,1.4285,2.1888,-1.5309,22,0.9512,0,0.6471,-7.2747,254.7567,98.1176,0,0,94.576,53.7154,0,0,10.8118,6.2314,2.2691,0.0561,0,0,207.5556,1,8.8866,75.7012
225,1,1.4522,2.1517,-1.307,21,1.3478,0,0.6176,-6.4949,317.6416,99.5294,0,0,90.8167,69.4249,0,0,10.4902,5.6275,2.5562,-0.021,0,0,194.4444,1,8.633,64.5253
226,1,1.4531,2.1612,-1.3958,20,0.9187,0,0.625,-6.4466,242.1418,91.5,0,0,85.884,49.9609,0,0,10.1352,5.6404,2.2733,0.0506,0,0,165.5556,1,8.2995,68.5737
228,1,1.5122,2.1318,-0.7898,18,1.1983,0,0.6207,-5.3939,191.0734,87.4483,0,0,76.755,56.774,0,0,9.9178,4.5412,3.0341,0.0802,6.0664,0,137.4444,1,8.1038,53.491
231,1,3.7642,1.8784,2.3875,0,3.1419,0.1304,0,-2.5877,271.6476,70.8724,1,0,68.127,68.965,0,1,4.6444,3.7277,3.5124,-0.7731,25.6094,1,86.2469,0,1.0986,33.4334
232,1,3.7094,1.887,1.6666,0,3.2434,0.1224,0,-2.9885,353.9988,73.6326,1,0,72.994,72.2446,0,1,4.7791,3.7702,3.5124,-0.771,25.6094,1,110.6967,0,1.6094,36.5281
233,0,4.2538,1.8345,30.3437,0,4.8467,0.178,0,-2.8652,0,109.1794,1,0,58.7885,56.0322,1,1,4.6444,3.6512,7.0066,-1.9953,0,0,85.8457,0,0,59.6615
234,0,3.6095,1.865,14.3437,0,4.9959,0.1429,0,-1.8897,228.3249,116.7249,2,0,57.6329,70.0026,2,1,4.7622,1.8891,7.0077,-1.3361,6.9237,0,92.7917,0,1.0986,30.9909
235,1,1.9541,2.05,-0.6135,0,3.1842,0.1458,0.4615,-5.392,0,64.8946,2,0,78.054,84.7017,0,0,7.7147,5.2702,2.2124,0.0008,0,0,84.2243,1,5.9764,60.6756
236,0,2.732,1.9223,14.235,6,3.7545,0,0.2222,-3.1118,143.4828,117.2005,2,0,58.7617,81.3624,2,0,6.7409,1.5785,7.0094,-0.1271,13.8475,0,228.0787,0,4.4067,30.2294
237,0,2.7303,1.9164,14.2261,6,3.5607,0,0.25,-2.7099,120.9324,111.0937,2,0,54.1447,72.8198,2,0,6.6219,1.1884,7.0094,-0.1786,0,0,192.7778,0,4.1231,30.057
239,0,2.2705,1.9401,10.5586,6,4.6521,0,0.25,-2.182,159.4598,116,1,0,49.1057,76.5293,1,0,6.2698,1.9192,8.0019,-0.2128,0,0,123.8333,0,4.4067,28.2001
242,1,2.6167,1.9402,19.8568,6,5.1535,0.1038,0.15,-3.7253,570.6929,158.7296,1,0,79.023,112.4386,0,1,6.9544,3.5847,3.517,-1.1061,34.6187,1,210.3693,0,5.1006,37.1603
243,0,6.4995,1.8314,-108.7683,0,12.2458,0.391,0,-3.6931,235.3374,81.5385,1,0,43.3728,51.9984,1,0,5.8579,4.4451,8.0185,-2.2655,0,0,1555.375,0,2.9444,81.855
244,0,2.2256,1.9448,9.2416,6,4.0571,0,0.3158,-2.4421,20.1554,93.1579,1,0,40.7037,59.9557,1,0,6.0394,1.7841,8.0019,-0.2172,0,0,103.8333,0,4.1231,25.4675
245,0,2.4368,1.9301,100.0972,6,7.7725,0.0821,0.2727,-3.0714,113.4674,136.3636,1,0,45.7477,72.5977,1,0,6.4922,2.6638,8.0074,-0.3767,0,0,211.0833,0,4.343,33.6042
246,0,2.1713,1.9448,9.1305,6,4.0571,0,0.3158,-2.4421,31.104,93.1579,1,0,40.7037,59.9557,1,0,6.0326,1.7841,8.0019,-0.2172,0,0,97.7778,0,3.8408,25.4675
247,1,6.7224,1.8346,-124.7064,0,13.6235,0.399,0,-4.2514,350.8139,87.7931,1,0,48.3198,55.8848,1,0,6.073,5.0804,8.0206,-2.2897,0,0,1852.9375,0,3.3322,91.9007
248,1,2.8865,1.9154,110.8281,6,7.5264,0.0726,0.2857,-2.642,0,120,2,2,49.1652,70.7289,2,0,7.0306,2.104,8.0086,0.4218,0,0,343.1667,0,5.2109,42.0521
251,1,1.716,2.027,4.7484,12,2.391,0,0.56,-3.5565,197.7919,95.36,1,0,58.2594,49.6578,0,0,7.7064,3.6123,8.0019,0.9549,24.2655,0,143.3333,0,5.8145,43.3296
252,1,2.1295,1.987,3.2734,12,4.8064,0.0479,0.3714,-4.8664,447.9708,132.982,1,0,82.5358,113.9153,1,0,7.8708,3.7924,7.0083,-0.2689,0,0,337.392,0,6.059,50.1267
254,1,2.7603,1.9081,0.4314,6,1.7695,0,0.4286,-5.1205,0,39.873,0,0,55.9044,28.0837,0,0,6.202,4.5358,4.0052,-0.4739,0,0,17.7205,0,0,65.3461
256,0,2.2934,1.9447,6.5202,6,2.3498,0,0.3158,-2.7892,20.1554,70.2339,1,0,45.7557,59.9557,1,0,6.0604,2.2984,7.0083,-0.141,12.1327,0,83.6235,0,3.9919,27.2561
257,0,2.3462,1.9313,-0.9445,0,1.3885,0,0.3158,-0.35,0,52.9357,1,0,45.449,45.4913,0,0,4.5433,0.7967,2.1421,0.2313,7.0477,1,28.0926,0,0,23.2851
258,0,2.6612,1.9238,55.4211,6,4.6213,0,0.3,-1.926,0,117.8,2,2,46.1526,69.6837,2,0,6.6812,1.517,8.003,1.2682,0,0,216.3333,0,4.2391,30.9841
259,0,2.9548,1.8506,11.2777,0,2.876,0,0,-1.9255,123.3274,76.6087,1,0,36.158,46.739,1,0,3.989,1.7397,7.0083,0.0865,6.9237,0,97.75,0,0,20.1439
261,1,2.2306,1.9416,-0.7072,6,1.2315,0,0.5,-3.0022,0,30.4897,0,0,36.462,23.0196,0,0,5.3759,2.9934,2.2463,0,6.0664,0,3.6914,0,0,34.611
262,0,2.4618,1.9425,35.1079,6,3.8021,0,0.2857,-2.1855,20.1554,109.2381,2,1,47.4001,69.4838,2,0,6.5419,1.5532,8.0019,0.7801,0,0,186.8333,0,4.343,28.5062
263,1,2.3462,1.9313,0.6449,6,1.5967,0,0.4286,-2.8056,0,38.5608,0,0,40.8744,37.7932,0,0,5.6114,2.5756,4.0052,-0.32,0,0,15.0617,0,0,32.7866
265,1,4.2713,1.8952,2.1965,0,5.5782,0.1791,0,-3.0136,554.9268,127.8248,2,0,95.123,91.5521,0,2,5.4293,5.0053,3.5148,-1.5501,27.6949,2,134.3946,0,3.0445,57.5725
267,1,2.4133,1.9314,-0.0254,6,1.9875,0,0.4615,-2.5902,0,42.8015,0,0,38.1268,34.5959,0,0,5.6199,2.699,6.0028,-0.3354,0,0,13.037,0,0,33.6325
268,0,2.3198,1.9386,27.5852,6,2.3654,0,0.4286,-2.6563,0,69.9063,1,1,40.7964,37.303,1,0,5.9047,2.3573,8.0019,1.0089,0,0,64.7037,0,0,33.4956
269,0,2.2599,1.9386,27.4741,6,2.3654,0,0.4286,-2.6563,0,69.9063,1,1,40.7964,37.303,1,0,5.8985,2.3573,8.0019,1.0089,0,0,58.7747,0,0,33.4956
271,1,2.3409,1.9313,2.2091,6,1.9875,0,0.4615,-2.5902,0,42.8015,0,0,38.1268,34.5959,0,0,5.607,2.699,6.0028,-0.3354,0,0,13.3827,0,0,33.6325
272,1,2.1229,1.9538,-1.342,6,0.4005,0,0.5,-2.5957,0,30.4463,0,0,39.159,19.8003,0,0,5.1195,2.2912,2.2783,0,18.1991,0,3.0249,0,0,36.0453
273,0,2.3238,1.683,-1.0398,0,0.5788,0,0,-2.0313,0,13.0526,1,0,26.994,11.5098,0,0,2.6391,2.2474,3.0326,-0.0004,0,0,0,0,0,43.209
276,0,2.396,1.9385,10.2068,6,2.1385,0,0.375,-1.9827,0,58.2963,1,0,39.9699,46,1,0,5.9239,1.4389,7.0083,-0.3491,0,0,60.7037,0,3.1689,27.25
277,0,2.5409,1.9369,35.3704,6,3.458,0,0.3333,-1.3808,0,91.1111,2,1,41.6143,57.0587,2,0,6.4162,0.6937,8.0019,0.5016,0,0,286.6667,0,3.8408,27.1793
278,0,2.6502,1.9301,58.7396,6,4.4488,0,0.3158,-1.3385,0,96.1053,3,2,46.7101,63.2008,3,0,6.9147,1.2012,8.003,0.9546,0,0,387.4444,0,4.5231,35.143
280,0,2.2395,1.9527,2.0144,6,1.9698,0,0.3158,-1.9957,20.1554,69.1579,1,0,39.8322,52.7365,1,0,5.8333,1.0462,7.0083,-0.1032,18.1991,0,71.6667,0,2.7842,26.6024
281,0,2.2934,1.9447,6.4864,6,2.1266,0,0.3158,-3.0385,20.1554,71.6348,1,0,48.4457,59.9557,1,0,6.0604,2.4075,7.0083,-0.1356,24.2655,0,80.8148,0,3.9919,31.2805
282,1,2.5224,1.9301,52.1728,6,3.9035,0,0.3333,-1.5988,0,99.1111,2,2,44.1632,52.794,2,0,6.5269,1.0852,8.003,1.1381,0,0,248,0,3.8408,35.3302
283,0,2.2599,1.9386,13.4146,6,1.9698,0,0.3158,-1.7365,40.3108,69.1579,1,0,39.6969,57.9557,1,0,5.8985,1.0939,7.0083,-0.2742,19.0565,0,68.6667,0,0,23.9155
285,1,2.3409,1.9313,1.9823,6,1.5967,0,0.4286,-2.8056,0,38.5608,0,0,40.8744,37.7932,0,0,5.607,2.5756,4.0052,-0.32,0,0,16.0741,0,0,32.7866
286,1,3.0084,1.9128,36.3597,6,3.3412,0,0.3333,-3.5967,0,71.2154,2,0,60.4006,49.0587,2,0,6.9757,3.6966,7.0094,-1.1244,0,0,301.2964,0,4.5231,64.7913
287,1,2.5158,1.9225,-0.6002,6,1.4811,0,0.5,-4.5657,0,31.8724,0,0,46.482,23.0196,0,0,5.8307,4.3002,2.2008,0,0,0,4.5022,0,0,54.6371
289,1,2.4873,1.9225,-0.2587,6,1.4811,0,0.5,-4.5657,0,31.8724,0,0,46.482,23.0196,0,0,5.8254,4.3002,2.1575,0,0,0,4.5022,0,0,54.6371
290,0,1.8665,2.0385,13.5039,14,5.1544,0,0.4828,-3.3478,179.8209,128.8276,1,0,69.7214,97.8619,1,0,9.5898,2.3714,7.0083,-1.1663,0,0,286.9444,1,7.8669,42.4464
