ID,NddsN,nP,TpiPC10,SLogP,BCUTs-1h,NdS,ATS5s,nG12FRing,ZMIC1,Experimental
526,0,0,6.1892,3.361,6.0028,0,61.5494,0,43.3684,2.8
527,0,0,5.3375,-0.6419,7.0094,0,181.9167,0,24.5051,2.09
528,0,0,6.7056,4.9792,3.5099,0,86.6574,0,50.9208,3.75
530,0,0,5.9322,3.0792,7.0094,0,241.1605,0,44.8396,2.54
531,0,0,8.9758,4.7381,8.0074,0,363.6111,0,57.2212,2.85
532,0,0,8.447,4.0676,6.0026,0,277.1944,0,54.2969,2.78
533,0,0,7.8616,7.2914,3.5111,0,67.2357,0,120.118,6.41
534,2,0,8.2536,5.3408,8.0093,0,545.107,0,50.5315,4
535,0,0,6.2378,3.4253,7.0083,0,165.0833,0,33.7339,2.61
536,0,1,8.1221,8.6246,7.0066,0,435.8035,0,83.551,4.06
537,0,0,7.5847,1.3524,7.0146,0,276.4805,0,39.5249,2.19
538,0,0,6.3319,-0.3897,4.0065,0,101,0,30.9569,2.3
539,0,0,8.6957,4.6039,7.0083,0,256.5298,0,48.8637,3.98
540,0,0,8.1038,7.461,7.0083,0,410.1157,0,88.5401,5
541,0,0,8.6821,6.3818,8.0105,0,403.0833,0,78.3957,5.86
544,0,0,7.9665,8.0539,3.5111,0,66.1905,0,141.9463,6.54
548,0,0,6.7885,2.0299,7.0083,0,87.358,0,29.4169,1.8
553,0,0,8.696,3.9074,3.1824,0,147.1728,0,55.5692,4.66
554,0,0,7.7087,1.302,7.015,0,538.3148,0,40.5987,1.8
555,0,0,7.8044,0.4856,7.015,0,514.5556,0,42.662,1.54
556,0,0,8.8046,3.9274,7.0083,0,225.7006,0,45.0515,2.71
558,1,0,8.4523,5.1677,8.0079,0,652.3164,0,50.44,4
559,0,0,6.6005,3.1594,7.0083,0,140.7731,0,31.799,2.53
560,0,0,6.2226,1.6247,8.0019,0,122.2778,0,23.587,1.75
562,0,0,7.4191,4.9807,7.0094,0,308.8498,0,44.0913,3.79
563,0,0,8.0519,5.0033,8.0074,0,314.8194,0,47.7802,3.76
564,0,0,7.6553,0.5471,7.015,0,431.4043,0,39.45,1.45
565,0,0,7.8486,6.2345,6.0028,0,95.3889,0,97.1546,4.2
566,0,0,6.6156,1.9673,8.0019,0,185,0,28.5772,1.68
568,0,0,7.6676,1.0709,7.0094,0,320.25,0,30.2358,2
569,0,0,7.8957,1.6333,7.0094,0,358.75,0,32.7276,0.85
570,0,0,7.843,2.0727,7.0094,0,343.4167,0,34.4716,1.54
571,0,0,6.8719,2.64,7.0083,0,119.3817,0,31.6919,2.44
573,0,0,8.218,6.6624,8.0074,0,423.2767,0,54.2598,5.35
574,0,0,7.7859,0.9319,7.015,0,427.9213,0,47.2045,2.5
575,0,0,8.0179,1.9764,8.0067,0,637.7222,0,54.5401,1.08
576,0,0,7.0927,4.2478,3.5108,0,247.4167,0,39.7717,2.6
578,0,0,8.17,6.544,8.0074,0,482.3184,0,56.797,5.26
581,0,0,8.13,4.5602,8.0074,0,313.2361,0,37.4582,3.15
586,0,0,7.9461,0.1928,7.0169,0,630.9475,0,45.9664,1.71
587,0,0,8.0951,1.4841,8.0074,0,758.4722,0,47.5299,1.84
588,0,0,8.321,2.8749,8.0046,0,252.9167,0,36.3239,2.33
589,0,0,8.1345,1.0005,8.0074,0,589.1708,0,51.1948,1.46
590,0,0,6.9403,1.8644,7.0146,0,223.1111,0,34.339,2.14
591,0,0,6.9867,2.2529,7.0146,0,247.9074,0,35.8181,2.39
593,0,0,7.032,2.988,7.0146,0,263.1305,0,39.3914,2.54
594,0,0,6.8926,1.9284,7.0146,0,193.5673,0,38.9982,2.18
596,1,0,7.427,2.2428,8.0019,0,352.1327,0,39.0997,2.59
597,0,0,7.009,2.3185,7.0146,0,254.9006,0,40.7879,2.39
598,0,0,7.0899,2.7086,7.0146,0,316.234,0,43.0431,2.6
599,0,0,7.009,2.2094,7.0146,0,254.9917,0,37.9113,2.07
600,0,0,7.0966,2.643,7.0146,0,308.2407,0,37.9046,2.55
601,0,0,7.0533,2.2545,7.0146,0,283.6944,0,36.4917,2.26
602,0,0,6.8567,1.556,7.0146,0,259.963,0,38.422,1.91
605,0,0,7.9489,8.0539,3.5111,0,65.6277,0,141.9463,6.5
606,0,0,8.0484,8.8164,3.5111,0,64.5825,0,163.2063,6.96
607,0,0,7.5114,2.3005,3.1758,0,102.75,0,25.1339,2.16
608,0,0,7.1628,1.097,8.0019,0,23.5,0,23.3265,1.87
609,0,0,7.1628,1.6113,3.1758,0,16.8457,0,25.5021,1.98
610,0,0,7.3549,2.2647,3.1758,0,19.2654,0,33.3095,2.33
611,0,0,6.3464,2.2675,7.0083,0,141.1111,0,27.6824,1.94
612,0,0,6.475,2.4416,7.0083,0,162.4861,0,30.2526,2.07
614,0,0,6.0394,1.9066,7.0083,0,82.6728,0,32.7525,1.89
615,2,0,7.4158,0.9725,8.003,0,398.3704,0,39.3144,2.13
616,2,0,7.5902,1.7527,8.003,0,423.3704,0,40.4684,2.33
617,2,0,7.6584,2.1428,8.003,0,438.2037,0,42.2829,2.47
618,2,0,7.767,2.923,8.003,0,460.537,0,43.5908,2.86
619,0,0,6.2008,1.6536,7.0083,0,111.8611,0,25.9435,1.4
621,0,0,2.7726,2.5529,1.5248,0,0,0,20.2992,1.85
622,0,0,9.9178,5.1462,2.2781,0,141.1111,1,61.1347,5.3
623,0,0,7.0622,5.6828,1.9072,0,61.3795,0,80.7897,4.78
624,0,0,7.7683,3.6842,4.0052,0,85.3333,0,43.6974,2.79
626,0,0,2.6391,0.2924,4.0052,1,0,0,14.8769,0.78
628,0,0,5.6901,1.3848,7.0083,0,61.6667,0,26.0446,1.5
632,0,0,2.4849,1.0181,2.5693,2,0,0,15.6491,2.34
634,1,0,3.5553,1.5908,8.0019,0,0,0,38.3485,1.79
635,0,0,2.7726,1.8525,2.0188,0,0,0,23.7265,1.67
636,0,0,3.091,2.5938,1.5536,0,0,0,41,1.9
637,0,0,8.6236,2.3526,7.0094,0,314.1111,1,42.3984,3.9
638,0,0,8.4259,2.462,7.0094,0,228.3333,1,48.2907,3.57
639,0,0,7.0001,3.6004,7.0094,0,351.25,0,42.9626,3.14
640,0,0,6.3559,6.0615,2.0273,0,35.439,0,111.9697,4.92
641,0,0,7.1578,3.1436,7.0104,0,464.0278,0,48.6263,3.7
643,0,0,4.6728,4.7574,1.9537,0,7.2434,0,56.2475,4.73
644,2,0,7.0306,2.7221,8.003,0,297.5,0,32.5926,2.7
646,0,0,5.0876,3.3668,1.6964,0,80.5,0,35.426,3.67
647,0,0,5.8392,2.5328,2.2798,0,112,0,30.493,2.08
648,0,0,7.4176,3.3536,2.2874,0,75.3333,0,39.9672,3.27
649,0,0,7.9838,3.0424,7.0083,0,101,0,37.5766,2.93
650,0,0,6.6141,3.4987,7.0083,0,104.2615,0,43.1701,1.75
652,0,0,7.8721,2.6614,4.0065,0,115.6667,0,40.845,2.32
653,0,0,5.3841,2.3034,2.2632,0,38,0,25.1248,2.25
654,0,0,5.6114,2.5756,4.0052,0,15.7531,0,32.7866,2.29
655,0,0,5.8238,3.3524,6.0028,0,14.8973,0,43.771,3.36
656,0,0,5.5349,1.7399,6.0026,0,63.3333,0,25.669,1.5
657,1,0,6.2759,2.4838,8.0019,0,82.0617,0,35.25,3
658,0,0,5.8985,1.6932,7.0083,0,70,0,24.2924,1.77
660,0,0,5.3462,1.7283,2.5358,0,34.5,0,24.3083,2.28
661,0,0,6.631,3.1307,7.0083,0,138.5854,0,33.381,3.06
662,0,0,7.5623,2.4418,4.0064,0,105.5556,0,41.9272,1.99
663,0,0,5.743,6.066,7.0094,0,386.2778,0,60.1757,4.19
665,0,0,6.0326,1.9534,7.0083,0,93.7778,0,26.2538,1.45
667,0,0,5.3733,2.1547,6.0028,0,12.0556,0,30.5903,2.41
668,0,0,5.3733,1.9222,4.0052,0,14.716,0,25.0513,1.96
669,0,0,2.3979,1.464,1.6418,0,0,0,25,1.52
674,0,0,3.3673,1.4806,3.51,0,23.4198,0,28.433,1.88
677,0,0,7.7905,5.5995,6.0026,0,181.1975,0,64.9204,3.7
678,0,0,7.5469,2.7548,7.0094,0,136.1235,0,43.7922,3.98
679,0,0,7.3808,2.9176,7.0083,0,124.6667,0,43.098,2.63
681,0,0,5.5349,1.7526,2.2806,0,56,0,27.4221,2.26
682,1,0,6.4892,1.5532,8.0019,0,163.1111,0,28.5062,1.94
684,0,0,2.3979,2.2986,1.4815,0,0,0,48.1592,1.92
685,0,0,10.4048,5.2626,7.0094,0,363.5556,1,80.783,4.28
686,0,0,8.8296,4.0545,2.2707,0,62.2963,1,40.8032,4.05
687,0,0,6.2891,2.2738,7.0083,0,118.675,0,32.6188,1.48
688,0,0,4.7622,2.0583,2.1718,2,22.284,0,48.06,2.6
690,0,0,8.4534,2.6864,3.0402,0,65.142,0,32.4742,3.24
691,0,0,5.5835,1.4008,6.0028,0,52,0,24.9664,1.5
692,0,0,11.0604,6.8904,2.2774,0,244.5556,1,82.4228,5.71
693,0,0,9.4379,4.4872,2.2699,0,123,1,54.6885,4.8
695,0,1,4.7791,3.0536,3.5167,1,139.2152,0,37.7083,2.59
697,0,0,6.7685,2.0876,7.0083,0,219.7778,0,29.844,2.48
699,0,0,6.25,5.7157,8.0226,0,2150.5,0,101.9725,2.87
700,0,0,7.4176,2.1436,3.0419,0,70.3333,0,35.6127,1.6
701,0,0,9.114,2.8712,7.0083,0,206.2222,0,46.5583,3.29
703,0,0,7.9701,2.8165,6.0039,0,166.0556,0,42.92,2.78
704,0,0,6.0394,1.9534,7.0083,0,98.3333,0,26.2538,1.45
705,0,0,3.091,1.9777,2.2144,0,0,0,20.2439,1.82
706,0,0,2.9957,0.719,3.083,1,0,0,15.6084,0.97
707,1,0,5.9239,2.3573,8.0019,0,63.7315,0,33.4956,2.41
710,0,0,5.8254,3.3524,6.0028,0,15.1235,0,43.771,3.56
711,0,0,5.9612,1.3884,7.0083,0,87.6667,0,29.317,1.6
712,2,0,7.0872,1.6797,8.003,0,271,0,34.368,2.74
714,0,0,5.8307,3.229,4.0052,0,16.0988,0,42.8119,2.6
715,1,0,6.3685,0.6937,8.0019,0,137,0,27.1793,1.95
716,0,0,6.4277,0.7438,3.5138,0,133.6667,0,31.0419,2.34
717,0,0,9.2567,3.6912,7.0083,0,254.3333,1,50.8511,2.74
718,0,0,6.0394,1.3163,8.0019,0,111.1667,0,26.1457,1.77
719,0,0,8.8123,4.9608,6.0028,0,164.7778,0,52.9322,3.58
720,0,1,4.4998,2.8736,7.0066,0,93.6343,0,31.9369,1.49
721,0,1,6.5304,1.5214,7.0083,1,115.8883,0,36.1435,1.53
722,0,1,7.0636,5.6015,7.0066,0,163.9383,0,56.6702,3.07
723,0,0,5.1874,3.5141,7.0083,0,198.2315,0,32.2091,2.54
724,0,0,3.7842,-0.216,3.5115,0,4,0,20.2331,0.4
725,0,0,7.2151,2.1183,7.0083,0,183.1667,0,28.7126,1.75
726,0,0,6.6699,1.5208,3.5138,0,173.3333,0,35.9348,2.6
727,0,0,7.056,5.3492,7.0083,0,195.7037,0,49.7778,4
729,1,0,7.9506,5.3473,8.0019,0,129.2222,0,56.4523,3.9
731,0,0,6.45,2.3222,7.0083,0,111.9178,0,42.0938,1.3
733,0,0,6.0394,1.8306,7.0083,0,86.7675,0,27.999,2.01
734,0,0,6.62,1.7792,7.0083,0,176.7778,0,28.825,2
735,0,0,6.4003,6.351,8.0246,0,2448.0625,0,112.0625,3.3
736,0,0,8.3216,8.5808,2.1289,0,78.1494,0,105.8261,6.36
737,0,0,6.7003,2.7989,8.0074,0,231.0833,0,35.4454,1.9
739,0,0,7.2668,3.9192,7.0067,0,336.4594,0,43.5703,3.6
740,0,0,6.613,1.3765,7.0083,0,88,0,29.3599,1.8
741,0,0,5.7932,2.7635,3.5107,0,45.6157,0,41.4687,3
742,0,0,9.9906,4.7284,4.0052,0,195.7778,1,59.6097,5.21
743,0,0,6.502,2.3301,7.0083,0,162.1111,0,29.271,2.6
744,0,1,6.6889,4.0848,3.5169,1,167.6337,0,37.6054,3.18
745,0,0,6.3022,2.3972,7.0083,0,94.3294,0,35.75,2.3
747,0,0,6.9593,3.7888,7.0083,0,141.7037,0,43.6584,3.03
748,2,0,7.6999,2.5329,8.003,0,445.7037,0,41.7931,2.92
749,0,0,6.8632,2.62,7.0083,0,174.6759,0,32.505,2.41
750,0,0,6.1506,2.6451,7.0083,0,136.5,0,29.3394,2.06
753,0,0,6.3792,2.307,7.0083,0,111.1656,0,26.2276,1.95
755,0,1,6.8306,3.6121,7.0088,0,292.2176,0,41.1874,2
756,0,0,10.0581,3.0064,7.0083,0,319.1389,1,44.4542,2.07
757,0,0,7.731,1.7412,7.0083,0,104,0,28.7647,2.35
759,0,1,5.7268,2.7426,7.0088,0,267.2438,0,33.4626,0.85
761,0,0,7.347,3.5435,7.0083,0,139.5913,0,50.1901,2.82
763,0,0,6.3362,2.7116,7.0083,0,84.5761,0,34.21,2.74
764,0,0,8.3975,4.217,7.0083,0,258.1965,0,42.5217,3.51
766,0,0,6.7926,1.6709,6.0273,0,157.517,0,34.531,2.28
767,0,0,7.2151,1.9121,7.0083,0,175.5,0,32.4054,2.75
768,0,1,7.1375,3.3075,3.517,1,264.9105,0,39.0097,2.48
769,0,0,6.6156,2.4816,7.0083,0,173.9095,0,29.9861,1.9
770,0,1,6.5239,4.8779,7.0066,0,243.8519,0,42.8874,2.26
771,2,0,7.6886,4.1482,8.0086,0,500.6111,0,44.762,4.01
772,0,0,8.353,2.9464,8.0074,0,279.7809,0,38.9015,3.28
773,0,0,6.4968,4.035,7.0083,0,152.6173,0,34.1177,3.27
774,0,1,7.0129,2.5273,3.5191,1,216.7994,0,34.543,3
775,0,0,6.0013,3.0504,3.5136,0,29.5825,0,40.1462,2.96
776,0,0,6.6042,4.5123,7.0083,0,232.2099,0,45.3209,2.7
777,0,0,6.0394,1.4525,7.0083,0,104.6667,0,25.0553,1.48
778,2,0,7.472,4.2528,8.003,0,439,0,42.0014,4
779,0,1,8.3472,7.4272,7.0066,0,533.25,0,87.5598,3.68
780,0,0,7.3988,3.5801,8.003,0,246.5864,0,47.8406,3.83
781,0,0,8.1437,7.274,2.169,0,76.3009,0,86.8429,6.48
782,0,0,7.4621,2.88,7.0104,0,310.0514,0,42.189,2.85
783,0,0,4.7449,1.9907,7.0083,0,140.8642,0,32.1854,1.6
784,0,0,8.1829,7.274,2.2099,0,75.4405,0,86.8429,5.66
786,0,0,7.6582,5.7664,3.5111,0,70,0,77.9894,5.51
787,0,1,6.5888,3.1887,3.517,1,177.9401,0,37.7148,2.01
788,0,0,7.3721,3.4213,7.0094,0,224.3292,0,37.5725,2.7
790,0,0,8.2381,7.9274,2.2108,0,77.0296,0,96.6367,5.95
791,0,0,7.3927,2.9161,6.0026,0,270.0988,0,35.0243,2.7
792,0,0,6.2908,2.0656,7.0083,0,160.8333,0,27.2301,2.47
793,0,0,7.0114,1.8443,7.0094,0,435.75,0,33.945,1.57
794,0,0,8.1311,7.9286,2.1643,0,69.8254,0,142.0545,4.87
795,0,0,7.7637,3.6534,3.5151,0,256.8899,0,38.9155,3.39
796,0,0,8.0516,5.269,7.0083,0,434.9167,0,54.1112,3.7
798,0,0,7.1778,4.6024,7.0083,0,241.1821,0,43.9995,2.7
799,0,0,6.0071,1.0163,4.0065,0,74.679,0,27.678,2.08
800,0,0,7.5526,3.3714,7.0083,0,426.5,1,41.6203,2.81
801,0,0,7.5082,2.7984,7.0104,0,325.9126,0,43.6259,3.06
802,0,0,7.7578,1.3904,7.015,0,503.3889,0,41.2704,1.62
803,0,0,8.2157,2.4924,8.003,0,364.1111,0,46.8211,1.88
806,0,0,6.6156,2.5907,7.0083,0,173.4414,0,33.156,2.01
809,0,0,8.2447,1.9885,8.003,0,267.9784,0,47.8466,3.22
810,0,0,7.8329,1.8257,7.015,0,514.34,0,43.5624,2.04
811,0,0,8.6383,1.5117,8.003,0,482.9198,0,39.3822,1.45
812,0,0,7.8949,0.101,7.015,0,520.1204,0,42.0726,1.48
815,0,0,6.9867,2.5979,7.0146,0,236.6954,0,37.4028,2.37
816,1,0,7.3229,1.8527,8.0019,0,291.7994,0,37.0844,2.42
818,0,0,7.174,3.0331,7.0146,0,368.5741,0,40.3854,2.62
820,0,0,7.3378,0.9665,3.5135,0,60.5,0,22.8496,1.8
821,0,0,6.2121,1.7065,7.0083,0,126.8333,0,25.7184,1.66
823,2,0,7.5578,1.7527,8.003,0,461.537,0,39.4118,2.35
824,2,0,7.8249,3.3131,8.003,0,508.8704,0,45.3413,3.07
